V1	V2	V3
0.777777777777778	0.857142857142857	0.868131868131868
0.777777777777778	0.857142857142857	0.868131868131868
0.777777777777778	0.857142857142857	0.883720930232558
0.777777777777778	0.857142857142857	0.880952380952381
0.777777777777778	0.857142857142857	0.880952380952381
0.777777777777778	0.8	0.879518072289157
0.777777777777778	0.75	0.878048780487805
0.777777777777778	0.8125	0.876543209876543
0.777777777777778	0.764705882352941	0.886075949367089
0.777777777777778	0.8125	0.883116883116883
0.777777777777778	0.8125	0.906666666666667
0.777777777777778	0.8125	0.904109589041096
0.777777777777778	0.8125	0.929577464788732
0.777777777777778	0.8125	0.911764705882353
0.777777777777778	0.75	0.915254237288136
0.777777777777778	0.666666666666667	0.944444444444444
0.777777777777778	0.666666666666667	0.942307692307692
0.777777777777778	0.666666666666667	0.901960784313726
0.777777777777778	0.666666666666667	0.936170212765957
0.777777777777778	0.666666666666667	0.936170212765957
0.777777777777778	0.666666666666667	0.91304347826087
0.777777777777778	0.666666666666667	0.930232558139535
0.789473684210526	0.666666666666667	0.930232558139535
0.75	0.714285714285714	0.904761904761905
0.761904761904762	0.714285714285714	0.902439024390244
0.761904761904762	0.75	0.948717948717949
0.761904761904762	0.777777777777778	0.923076923076923
0.772727272727273	0.8	0.921052631578947
0.772727272727273	0.727272727272727	0.921052631578947
0.782608695652174	0.75	0.897435897435897
0.782608695652174	0.833333333333333	0.894736842105263
0.782608695652174	0.833333333333333	0.918918918918919
0.782608695652174	0.769230769230769	0.894736842105263
0.782608695652174	0.75	0.891891891891892
0.782608695652174	0.75	0.891891891891892
0.782608695652174	0.75	0.914285714285714
0.782608695652174	0.727272727272727	0.911764705882353
0.782608695652174	0.727272727272727	0.911764705882353
0.791666666666667	0.727272727272727	0.909090909090909
0.791666666666667	0.7	0.875
0.791666666666667	0.7	0.875
0.791666666666667	0.666666666666667	0.9
0.791666666666667	0.666666666666667	0.896551724137931
0.791666666666667	0.625	0.857142857142857
0.791666666666667	0.571428571428571	0.851851851851852
0.791666666666667	0.571428571428571	0.884615384615385
0.791666666666667	0.5	0.916666666666667
0.791666666666667	0.5	0.875
0.791666666666667	0.5	0.909090909090909
0.826086956521739	0.6	0.904761904761905
0.826086956521739	0.4	0.9
0.826086956521739	0.4	0.9
0.826086956521739	0.75	0.894736842105263
0.826086956521739	0.5	0.894736842105263
0.826086956521739	0.5	0.888888888888889
0.826086956521739	0.5	0.888888888888889
0.826086956521739	0.5	0.888888888888889
0.826086956521739	0.25	0.9375
0.826086956521739	0.5	0.875
0.826086956521739	0.25	0.8125
0.826086956521739	0.333333333333333	0.866666666666667
0.826086956521739	0.333333333333333	0.8
0.826086956521739	0.333333333333333	0.857142857142857
0.826086956521739	0.333333333333333	0.846153846153846
0.826086956521739	0.333333333333333	0.833333333333333
0.826086956521739	0.333333333333333	0.833333333333333
0.826086956521739	0.5	0.818181818181818
0.826086956521739	0	0.9
0.818181818181818	0	0.9
0.818181818181818	0	0.888888888888889
0.80952380952381	0	0.875
0.80952380952381	0	0.875
0.8	0	0.875
0.789473684210526	0	0.875
0.789473684210526	0	0.875
0.789473684210526	0	0.875
0.789473684210526	0.5	0.875
0.789473684210526	0.5	0.875
0.789473684210526	0.666666666666667	0.875
0.777777777777778	0.6	0.8
0.777777777777778	0.666666666666667	0.727272727272727
0.789473684210526	0.571428571428571	0.75
0.789473684210526	0.5	0.692307692307692
0.789473684210526	0.625	0.692307692307692
0.789473684210526	0.636363636363636	0.8
0.789473684210526	0.733333333333333	0.789473684210526
0.777777777777778	0.733333333333333	0.789473684210526
0.777777777777778	0.733333333333333	0.789473684210526
0.736842105263158	0.733333333333333	0.789473684210526
0.777777777777778	0.733333333333333	0.789473684210526
0.736842105263158	0.733333333333333	0.736842105263158
0.736842105263158	0.642857142857143	0.764705882352941
0.736842105263158	0.333333333333333	0.583333333333333
0.736842105263158	0.25	0.545454545454545
0.736842105263158	0.25	0.454545454545455
0.722222222222222	0.25	0.454545454545455
0.6875	0.25	0.416666666666667
0.625	0.222222222222222	0.416666666666667
0.625	0.222222222222222	0.416666666666667
0.6	0.125	0.363636363636364
0.538461538461538	0.125	0.363636363636364
0.454545454545455	0	0.272727272727273
0.454545454545455	0	0.272727272727273
0.454545454545455	0	0.272727272727273
0.5	0	0.272727272727273
0.5	0	0.272727272727273
0.5	0	0.272727272727273
0.5	0	0.272727272727273
0.5	0	0.3
0.5	0	0.333333333333333
0.5	0	0.375
0.5	0	0.375
0.5	0	0.375
0.5	0	0.375
0.5	0	0.375
0.5	0.166666666666667	0.333333333333333
0.5	0.166666666666667	0.375
0.5	0.166666666666667	0.375
0.5	0.2	0.428571428571429
0.5	0.2	0.428571428571429
0.4	0.25	0.5
0.444444444444444	0.25	0.5
0.555555555555556	0.25	0.5
0.555555555555556	0.333333333333333	0.375
0.5	0.285714285714286	0.444444444444444
0.5	0.375	0.4
0.5	0.375	0.4
0.5	0.375	0.4
0.5	0.375	0.4
0.5	0.375	0.4
0.5	0.25	0.444444444444444
0.416666666666667	0.222222222222222	0.363636363636364
0.461538461538462	0.272727272727273	0.307692307692308
0.461538461538462	0.25	0.357142857142857
0.428571428571429	0.25	0.357142857142857
0.428571428571429	0.25	0.307692307692308
0.384615384615385	0.25	0.307692307692308
0.357142857142857	0.25	0.307692307692308
0.357142857142857	0.272727272727273	0.333333333333333
0.285714285714286	0.333333333333333	0.384615384615385
0.285714285714286	0.25	0.307692307692308
0.357142857142857	0.25	0.307692307692308
0.285714285714286	0.181818181818182	0.25
0.357142857142857	0.2	0.272727272727273
0.357142857142857	0.181818181818182	0.25
0.357142857142857	0.272727272727273	0.307692307692308
0.357142857142857	0.307692307692308	0.357142857142857
0.357142857142857	0.357142857142857	0.4
0.357142857142857	0.357142857142857	0.375
0.357142857142857	0.4	0.411764705882353
0.357142857142857	0.333333333333333	0.375
0.357142857142857	0.384615384615385	0.428571428571429
0.357142857142857	0.333333333333333	0.428571428571429
0.357142857142857	0.272727272727273	0.416666666666667
0.307692307692308	0.3	0.363636363636364
0.307692307692308	0.333333333333333	0.4
0.307692307692308	0.25	0.333333333333333
0.333333333333333	0.285714285714286	0.375
0.333333333333333	0.333333333333333	0.428571428571429
0.333333333333333	0.333333333333333	0.428571428571429
0.333333333333333	0.333333333333333	0.428571428571429
0.333333333333333	0.333333333333333	0.428571428571429
0.333333333333333	0.333333333333333	0.428571428571429
0.333333333333333	0.285714285714286	0.428571428571429
0.333333333333333	0.285714285714286	0.428571428571429
0.333333333333333	0.285714285714286	0.375
0.272727272727273	0.285714285714286	0.375
0.272727272727273	0.285714285714286	0.285714285714286
0.272727272727273	0.166666666666667	0.285714285714286
0.272727272727273	0.166666666666667	0.285714285714286
0.272727272727273	0.2	0.166666666666667
0.272727272727273	0	0
0.2	0	0
0.2	0	0
0.111111111111111	0	0
0.125	0	0
0.142857142857143	0	0
0.166666666666667	0	0
0.166666666666667	0	0
0.166666666666667	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.2	0	0
0.25	0	0
0.25	0	0
0.25	0	0
0.25	0	0
0.25	0	0
0.25	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
